!ENTRY_AC	AC
IPR028161	00860+4.99.1.4+1.3.1.76
IPR018375	00860+1.3.3.3
IPR023658	00860+1.3.7.2
IPR022870	00860+1.3.7.5
IPR005245	00860+2.7.7.62
IPR017395	00860+3.1.1.14
IPR000257	00860+4.1.1.37
IPR001731	00860+4.2.1.24
IPR000511	00860+4.4.1.17
IPR019772	00860+4.99.1.1
IPR020061	00860+6.1.1.17
IPR022571	00860+6.6.1.1
IPR023074	00900+1.1.1.34
IPR023076	00900+1.1.1.34
IPR014119	00900+2.5.1.30
IPR005919	00900+2.7.4.2
IPR026596	00900+4.6.1.12+2.7.7.60
IPR029765	00900+4.1.1.33
IPR003526	00900+4.6.1.12
IPR006108	00903+4.2.1.17
IPR012799	00903+4.2.1.17
IPR014103	00906+1.3.5.6
IPR006449	00909+2.5.1.21
IPR010051	00910+1.7.99.4
IPR006468	00910+1.7.99.4
IPR003964	00910+2.7.2.2
IPR001765	00910+4.2.1.1
IPR018429	00910+4.2.1.1
IPR006067	00920+1.8.1.2
IPR029758	00920+1.8.1.2
IPR005117	00920+1.8.1.2
IPR011787	00920+1.8.7.1
IPR005856	00920+2.5.1.47
IPR005858	00920+2.5.1.47
IPR027535	00920+2.7.7.4
IPR012802	00930+4.2.1.17+1.1.1.35
IPR029585	00940+1.11.1.7
IPR029599	00940+1.11.1.7
IPR016213	00950+1.10.3.1
IPR022518	00960+2.6.1.1
IPR005957	00960+2.6.1.5
IPR011715	00960+2.6.1.5
IPR020024	00970+2.7.1.164
IPR024088	00970+6.1.1.1
IPR002317	00970+6.1.1.11
IPR022961	00970+6.1.1.14
IPR016061	00970+6.1.1.15
IPR017449	00970+6.1.1.15
IPR015273	00970+6.1.1.16
IPR024909	00970+6.1.1.16
IPR020061	00970+6.1.1.17
IPR004526	00970+6.1.1.17
IPR001278	00970+6.1.1.19
IPR022917	00970+6.1.1.20
IPR004531	00970+6.1.1.20
IPR022911	00970+6.1.1.20
IPR015807	00970+6.1.1.21
IPR020791	00970+6.1.1.4
IPR023586	00970+6.1.1.5
IPR002904	00970+6.1.1.6
IPR022429	00970+6.1.1.7
IPR003156	00970+6.1.1.7
IPR002303	00970+6.1.1.9
IPR023921	00980+1.1.1.1
IPR005442	00980+2.5.1.18
IPR002425	00982+1.1.1.1
IPR008069	00982+1.14.14.1
IPR016639	00982+2.5.1.18
IPR013465	00983+2.4.2.4
IPR025777	00983+6.3.5.2
IPR023079	00710+3.1.3.11
IPR001272	00710+4.1.1.49
IPR023014	00710+4.1.2.13
IPR026019	00710+5.1.3.1
IPR020861	00710+5.3.1.1
IPR022896	00710+5.3.1.1
IPR010097	00720+1.1.1.37
IPR004460	00720+1.2.99.2
IPR012780	00720+1.2.99.2
IPR004620	00720+1.5.1.20
IPR020631	00720+1.5.1.5+3.5.4.9
IPR010121	00720+2.7.9.1
IPR018951	00720+4.2.1.2
IPR015933	00720+4.2.1.3
IPR015929	00720+4.2.1.3
IPR006099	00720+5.4.99.2
IPR005811	00720+6.2.1.5
IPR004399	00730+2.7.1.49
IPR007373	00730+2.7.6.2
IPR017772	00730+2.8.1.7
IPR000404	00730+3.6.1.15
IPR017227	00730+3.6.1.15
IPR004109	00730+3.6.1.15
IPR013614	00730+3.6.1.15
IPR001528	00730+3.6.1.15
IPR009419	00730+3.6.1.15
IPR009407	00730+3.6.1.15
IPR002518	00730+3.6.1.15
IPR001490	00730+3.6.1.15
IPR012726	00730+4.1.99.19
IPR006401	00740+1.1.1.302
IPR017420	00740+2.5.1.78
IPR002606	00740+2.7.1.26+2.7.7.2
IPR011860	00030+5.3.1.6
IPR001672	00030+5.3.1.9
IPR005852	00030+5.4.2.2
IPR005774	00040+2.7.7.9
IPR004898	00040+4.2.2.2
IPR027946	00040+4.2.2.6
IPR001998	00040+5.3.1.5
IPR022672	00051+2.7.1.1
IPR013079	00051+2.7.1.105+3.1.3.46
IPR009161	00051+2.7.1.11
IPR004719	00051+2.7.1.69
IPR013012	00051+2.7.1.69
IPR011299	00051+2.7.1.69
IPR011301	00051+2.7.1.69
IPR004718	00051+2.7.1.69
IPR004801	00051+2.7.1.69
IPR011404	00051+2.7.1.90
IPR012120	00051+2.7.7.30
IPR004464	00051+3.1.3.11
IPR009308	00051+5.3.1.14
IPR013453	00051+5.3.1.5
IPR001250	00051+5.3.1.8
IPR018050	00051+5.3.1.8
IPR016305	00051+5.3.1.8
IPR015202	00052+1.1.3.9
IPR009161	00052+2.7.1.11
IPR022953	00052+2.7.1.11
IPR001996	00052+2.7.1.69
IPR004720	00052+2.7.1.69
IPR011297	00052+2.7.1.69
IPR017069	00052+3.2.1.20
IPR002252	00052+3.2.1.22
IPR023232	00052+3.2.1.23
IPR003476	00052+3.2.1.23
IPR006101	00052+3.2.1.23
IPR019801	00052+3.2.1.23
IPR004199	00052+3.2.1.23
IPR023592	00052+4.2.1.6
IPR003500	00052+5.3.1.26
IPR005442	00053+1.8.5.1
IPR029503	00053+2.7.1.69
IPR017655	00053+4.2.1.41
IPR004661	00053+5.1.3.4
IPR005067	00061+1.14.19.2
IPR005803	00061+1.14.19.2
IPR013565	00061+2.3.1.39+4.2.1.59+1.3.1.9+3.1.2.14
IPR004655	00061+2.3.1.180
IPR013751	00061+2.3.1.180
IPR014179	00061+2.3.1.39
IPR012079	00071+1.1.1.1
IPR012802	00071+5.1.2.3+4.2.1.17+1.1.1.35
IPR006108	00071+4.2.1.17+1.1.1.35
IPR010451	00072+4.1.1.4
IPR030687	00100+2.3.1.26
IPR030302	00120+6.2.1.7
IPR023947	00130+1.6.5.2
IPR023576	00130+2.1.1.163
IPR004657	00130+2.5.1.74
IPR005957	00130+2.6.1.5
IPR016636	00140+1.3.1.22
IPR012083	00140+3.1.6.1
IPR011944	00140+5.3.3.1
IPR015248	00190+1.10.2.2
IPR004192	00190+1.10.2.2
IPR029580	00590+1.14.99.1
IPR016090	00590+3.1.1.4
IPR002424	00592+1.1.1.1
IPR012258	00592+1.3.3.6
IPR013090	00592+3.1.1.4
IPR028684	00600+3.1.3.4
IPR002252	00600+3.2.1.22
IPR006101	00600+3.2.1.23
IPR015883	00603+3.2.1.52
IPR013738	00604+3.2.1.23
IPR004866	00604+3.2.1.52
IPR025705	00604+3.2.1.52
IPR022956	00604+3.2.1.52
IPR016172	00620+1.1.1.28
IPR023514	00620+1.1.1.79
IPR014276	00620+2.3.1.12
IPR010098	00620+2.3.1.54
IPR004614	00620+2.3.1.8
IPR002505	00620+2.3.1.8
IPR005671	00620+2.3.3.13
IPR013709	00620+2.3.3.13
IPR010121	00620+2.7.9.1
IPR028627	00620+3.6.1.7
IPR018146	00620+4.4.1.5
IPR012425	00621+4.1.3.39
IPR006176	00623+1.1.1.35
IPR012801	00623+1.13.11.1
IPR013537	00640+6.4.1.2
IPR011762	00640+6.4.1.2
IPR014280	00625+1.18.6.1
IPR023921	00626+1.1.1.1
IPR017640	00627+1.14.12.1
IPR008068	00627+1.14.14.1
IPR001952	00627+3.1.3.1
IPR024927	00627+3.1.3.2
IPR023719	00627+3.5.1.4
IPR017968	00627+3.6.1.7
IPR012803	00627+4.2.1.17
IPR003168	00627+4.2.1.84
IPR018141	00627+4.2.1.84
IPR004232	00627+4.2.1.84
IPR010945	00630+1.1.1.37
IPR001252	00630+1.1.1.37
IPR023514	00630+1.1.1.79+1.1.1.81
IPR011614	00630+1.11.1.6
IPR017774	00630+4.1.1.2
IPR020871	00630+4.1.1.39
IPR024681	00630+4.1.1.39
IPR006397	00630+4.1.1.47
IPR029784	00630+4.2.1.3
IPR004406	00630+4.2.1.3
IPR011808	00633+1.8.99.3
IPR008300	00640+2.3.1.222
IPR005949	00640+2.3.1.54
IPR010766	00640+2.3.1.8
IPR023865	00640+2.7.2.1
IPR010451	00640+4.1.1.4
IPR015933	00640+4.2.1.99
IPR018148	00640+4.2.3.3
IPR005861	00400+2.6.1.9
IPR002028	00400+4.2.1.20
IPR018204	00400+4.2.1.20
IPR006654	00400+4.2.1.20
IPR018528	00400+4.2.1.51
IPR010952	00400+5.4.99.5+4.2.1.51
IPR003099	00401+1.3.1.12
IPR023510	00410+1.2.1.18
IPR017749	00410+1.2.1.19
IPR010107	00410+4.1.1.15
IPR006176	00410+4.2.1.17
IPR028609	00430+1.4.1.1
IPR017820	00430+2.3.3.15
IPR017693	00440+3.1.4.55
IPR020792	00450+2.7.7.4
IPR025862	00450+2.9.1.1
IPR018319	00450+2.9.1.1
IPR004534	00450+2.9.1.1
IPR029038	00450+6.1.1.10
IPR023457	00450+6.1.1.10
IPR004495	00450+6.1.1.10
IPR001085	00460+2.1.2.1
IPR000101	00460+2.3.2.2
IPR015868	00471+3.5.1.2
IPR011127	00473+6.3.2.4
IPR005442	00480+2.5.1.18+1.8.5.1
IPR001045	00480+2.5.1.16
IPR004308	00480+6.3.2.2
IPR028357	00500+1.1.1.22
IPR006421	00500+2.4.1.25+3.2.1.33
IPR003318	00500+2.4.1.5
IPR027636	00500+2.4.1.5
IPR026585	00500+2.4.99.16
IPR022673	00500+2.7.1.1
IPR013011	00500+2.7.1.69
IPR004702	00500+2.7.1.69
IPR011300	00500+2.7.1.69
IPR006501	00500+3.1.1.11
IPR016275	00500+3.1.3.9
IPR006046	00500+3.2.1.1
IPR015340	00500+3.2.1.1
IPR001554	00500+3.2.1.2
IPR017069	00500+3.2.1.20
IPR000165	00500+3.2.1.3
IPR027054	00510+2.4.1.257+2.4.1.132
IPR003038	00510+2.4.99.18
IPR008814	00510+2.4.99.18
IPR026856	00511+3.2.1.18
IPR025972	00511+3.2.1.23
IPR013738	00511+3.2.1.23
IPR029019	00511+3.2.1.52
IPR015883	00511+3.2.1.52
IPR005013	00513+2.4.99.18
IPR029019	00513+3.2.1.52
IPR025705	00513+3.2.1.52
IPR019378	00514+2.4.1.221
IPR005882	00520+2.3.1.157+2.7.7.23
IPR019539	00520+2.7.1.6
IPR011299	00520+2.7.1.69
IPR011297	00520+2.7.1.69
IPR003352	00520+2.7.1.69
IPR005836	00520+2.7.7.27
IPR023099	00520+3.2.1.132
IPR029767	00520+5.1.3.14
IPR014628	00520+5.3.1.8
IPR005846	00520+5.4.2.10
IPR012251	00531+3.1.6.14
IPR013529	00531+3.2.1.23
IPR001439	00531+3.2.1.35
IPR007781	00531+3.2.1.50
IPR028679	00564+3.1.3.4
IPR015679	00564+3.1.4.4
IPR010628	00564+4.3.1.7
IPR028684	00565+3.1.3.4
IPR007651	00565+3.1.3.4
IPR016555	00565+3.1.4.4
IPR010023	00540+3.1.3.45
IPR007235	00550+2.4.1.227
IPR012907	00550+3.4.16.4
IPR015956	00550+3.4.16.4
IPR028354	00561+2.3.1.15
IPR027251	00561+2.3.1.20
IPR016961	00561+2.7.1.107
IPR012734	00561+2.7.1.29
IPR020881	00561+2.7.8.20
IPR002333	00561+3.1.1.3
IPR002331	00561+3.1.1.3
IPR028684	00561+3.1.3.4
IPR028675	00561+3.1.3.4
IPR026744	00561+3.1.3.4
IPR023794	00562+1.1.1.18
IPR027003	00562+2.7.1.67
IPR017361	00562+3.1.3.67
IPR003431	00562+3.1.3.8
IPR009535	00562+3.1.4.11
IPR028407	00562+3.1.4.11
IPR000652	00562+5.3.1.1
IPR016219	00564+2.1.1.17
IPR000829	00564+2.7.1.107
IPR016720	00564+2.7.7.41
IPR016271	00564+2.7.8.8
IPR004533	00564+2.7.8.8
IPR003187	00564+3.1.1.32+3.1.1.4
IPR023062	00190+1.6.99.5
IPR004677	00190+1.9.3.1
IPR015209	00190+1.9.3.1
IPR012538	00190+1.9.3.1
IPR030318	00190+3.6.3.10
IPR020005	00190+3.6.3.14
IPR005722	00190+3.6.3.14
IPR000793	00190+3.6.3.14
IPR023366	00190+3.6.3.14
IPR005294	00190+3.6.3.14
IPR003319	00195+3.6.3.14
IPR005714	00195+3.6.3.14
IPR022878	00195+3.6.3.14
IPR024434	00230+1.17.4.1
IPR000788	00230+1.17.4.1
IPR013554	00230+1.17.4.1
IPR013344	00230+1.17.4.1
IPR026494	00230+1.17.4.1
IPR004402	00230+2.4.2.1
IPR023747	00230+2.4.2.22
IPR018209	00230+2.7.1.40
IPR028585	00230+2.7.4.10+2.7.4.6
IPR006267	00230+2.7.4.6+2.7.4.3
IPR002650	00230+2.7.7.4
IPR007121	00230+2.7.7.6
IPR007120	00230+2.7.7.6
IPR000722	00230+2.7.7.6
IPR022842	00230+2.7.7.6
IPR019969	00230+2.7.7.6
IPR007937	00230+2.7.7.6
IPR007644	00230+2.7.7.6
IPR011325	00230+2.7.7.7
IPR029702	00230+2.7.7.7
IPR014416	00230+2.7.7.7
IPR024650	00230+2.7.7.7
IPR030559	00230+2.7.7.7
IPR018382	00230+2.7.7.7
IPR027030	00230+2.7.7.7
IPR021029	00230+2.7.7.7
IPR001641	00230+2.7.7.7
IPR022001	00230+2.7.7.7
IPR022634	00230+2.7.7.7
IPR006172	00230+2.7.7.7
IPR011271	00230+3.2.2.4
IPR005848	00230+3.5.1.5
IPR029754	00230+3.5.1.5
IPR026912	00230+3.5.4.2
IPR003138	00230+3.6.1.15
IPR017227	00230+3.6.1.15
IPR001676	00230+3.6.1.15
IPR004004	00230+3.6.1.15
IPR001528	00230+3.6.1.15
IPR009407	00230+3.6.1.15
IPR002522	00230+3.6.1.15
IPR001490	00230+3.6.1.15
IPR023937	00230+3.6.1.17
IPR029879	00230+3.6.1.29
IPR014201	00230+3.6.1.3
IPR016301	00230+4.1.1.21
IPR000274	00230+4.6.1.1
IPR018220	00230+6.3.4.4
IPR027529	00230+6.3.4.4
IPR023686	00230+6.3.5.2
IPR025777	00230+6.3.5.2
IPR004739	00230+6.3.5.2
IPR013678	00240+1.17.4.1
IPR013344	00240+1.17.4.1
IPR005982	00240+1.8.1.9
IPR011269	00240+2.4.2.1
IPR010059	00240+2.4.2.3
IPR023050	00240+2.4.2.9
IPR014505	00240+2.7.4.14+2.7.4.6
IPR006267	00240+2.7.4.6
IPR009162	00240+2.7.7.6
IPR007080	00240+2.7.7.6
IPR010243	00240+2.7.7.6
IPR002092	00240+2.7.7.6
IPR000722	00240+2.7.7.6
IPR009025	00240+2.7.7.6
IPR015700	00240+2.7.7.6
IPR006288	00240+2.7.7.6
IPR008448	00240+2.7.7.6
IPR007073	00240+2.7.7.6
IPR015699	00240+2.7.7.6
IPR010659	00240+2.7.7.7
IPR004622	00240+2.7.7.7
IPR024650	00240+2.7.7.7
IPR024639	00240+2.7.7.7
IPR023223	00240+2.7.7.7
IPR019760	00240+2.7.7.7
IPR022311	00240+2.7.7.7
IPR002195	00240+3.5.2.3
IPR004722	00240+3.5.2.3
IPR010550	00240+3.5.4.13
IPR006263	00240+3.5.4.5
IPR003565	00240+3.6.1.17
IPR002637	00240+3.6.1.19
IPR005932	00250+1.2.1.88
IPR005855	00250+2.6.1.16
IPR010107	00250+4.1.1.15
IPR004708	00250+4.3.1.1
IPR004769	00250+4.3.2.2
IPR004809	00250+6.3.1.2
IPR018223	00250+6.3.4.5
IPR023434	00250+6.3.4.5
IPR005480	00250+6.3.5.5
IPR000022	00253+6.4.1.2
IPR000438	00253+6.4.1.2
IPR011763	00254+6.4.1.2
IPR000438	00254+6.4.1.2
IPR012079	00260+1.1.1.1
IPR028633	00260+1.1.1.1
IPR014183	00260+1.1.1.1
IPR019811	00260+1.1.1.3
IPR011533	00260+1.2.1.8+1.1.99.1
IPR020580	00260+1.4.4.2
IPR006280	00260+1.5.3.1
IPR004637	00260+2.6.1.76
IPR000870	00260+2.7.1.39
IPR011863	00260+3.1.3.3
IPR006316	00260+4.2.1.20
IPR023026	00260+4.2.1.20
IPR011780	00260+4.3.1.18
IPR005789	00260+4.3.1.19
IPR023958	00270+1.1.1.37
IPR011274	00270+1.1.1.37
IPR030487	00270+2.1.1.37
IPR022702	00270+2.1.1.37
IPR010493	00270+2.3.1.30
IPR001045	00270+2.5.1.16
IPR005856	00270+2.5.1.47
IPR005858	00270+2.5.1.47
IPR022629	00270+2.5.1.6
IPR018167	00270+4.1.1.50
IPR003826	00270+4.1.1.50
IPR005131	00270+4.3.1.17
IPR000649	00270+5.3.1.23
IPR006176	00280+4.2.1.17+1.1.1.35
IPR017515	00280+5.1.99.1
IPR005914	00280+6.2.1.16
IPR012799	00281+4.2.1.17+1.1.1.35
IPR030020	00281+4.1.3.4
IPR012803	00281+4.2.1.17
IPR000506	00290+1.1.1.86
IPR005668	00290+2.3.3.13
IPR015937	00290+4.2.1.33
IPR001030	00290+4.2.1.33
IPR011823	00290+4.2.1.33
IPR005787	00290+4.3.1.19
IPR019811	00300+1.1.1.3
IPR000846	00300+1.17.1.8
IPR019942	00300+2.6.1.83
IPR018042	00300+2.7.2.4
IPR005941	00300+3.5.1.18
IPR020625	00300+4.3.3.7
IPR005263	00300+4.3.3.7
IPR006180	00310+4.2.1.17+1.1.1.35
IPR025805	00310+2.1.1.43
IPR006560	00310+2.1.1.43
IPR016858	00310+2.1.1.43
IPR025789	00310+2.1.1.43
IPR003616	00310+2.1.1.43
IPR025780	00310+2.1.1.43
IPR025815	00310+2.1.1.59
IPR002057	00311+1.21.3.1
IPR002813	00330+2.3.1.35+2.3.1.1
IPR022518	00330+2.6.1.1
IPR026330	00330+2.6.1.81
IPR003964	00330+2.7.2.2
IPR017950	00330+3.5.1.5
IPR002026	00330+3.5.1.5
IPR008221	00330+3.5.1.5
IPR007466	00330+3.5.3.12
IPR002724	00330+4.1.1.19
IPR001985	00330+4.1.1.50
IPR019797	00332+2.7.2.11
IPR022695	00340+1.1.1.23
IPR022384	00340+2.1.2.5
IPR026660	00340+3.5.4.19
IPR002425	00350+1.1.1.1
IPR014187	00350+1.1.1.1
IPR016213	00350+1.10.3.1
IPR022950	00350+1.13.11.5
IPR012687	00350+1.14.14.9
IPR022518	00350+2.6.1.1
IPR023701	00350+4.1.2.52
IPR004220	00350+5.3.3.10
IPR020875	00360+1.14.12.19
IPR006180	00360+4.2.1.17
IPR017614	00362+1.1.1.368
IPR012801	00362+1.13.11.1
IPR017624	00362+1.13.11.2
IPR012785	00362+1.13.11.3
IPR012079	00362+1.2.1.10
IPR012793	00362+2.3.1.174
IPR010582	00380+1.11.1.6
IPR016700	00380+1.13.11.6
IPR010329	00380+1.13.11.6
IPR012142	00380+1.13.12.3
IPR011603	00380+1.2.4.2
IPR013440	00380+4.1.99.1
IPR004232	00380+4.2.1.84
IPR024690	00380+4.2.1.84
IPR028632	00010+1.1.1.1
IPR002424	00010+1.1.1.1
IPR015912	00010+2.7.1.11
IPR000023	00010+2.7.1.11
IPR015793	00010+2.7.1.40
IPR010974	00010+2.7.1.69
IPR001996	00010+2.7.1.69
IPR010975	00010+2.7.1.69
IPR003353	00010+2.7.1.69
IPR013013	00010+2.7.1.69
IPR004464	00010+3.1.3.11
IPR023014	00010+4.1.2.13
IPR029769	00010+4.1.2.13
IPR025532	00010+5.1.3.15
IPR022896	00010+5.3.1.1
IPR023958	00020+1.1.1.37
IPR011280	00020+1.3.5.1
IPR018091	00020+4.1.1.32
IPR015934	00020+4.2.1.3
IPR017866	00020+6.2.1.5
IPR012284	00030+1.1.1.44
IPR001282	00030+1.1.1.49
IPR027424	00030+1.1.3.4
IPR012004	00030+2.7.1.11
IPR012003	00030+2.7.1.11
IPR013011	00030+2.7.1.69
IPR004702	00030+2.7.1.69
IPR011301	00030+2.7.1.69
IPR000842	00030+2.7.6.1
IPR019405	00030+3.1.1.31
IPR029768	00030+4.1.2.13
IPR000887	00030+4.1.2.14
IPR004786	00030+4.2.1.12
IPR012079	00650+1.2.1.10
IPR025192	00650+1.3.5.1
IPR014079	00650+2.3.1.19
IPR013746	00650+2.3.3.10
IPR011554	00650+2.3.3.10
IPR012803	00650+4.2.1.17
IPR006394	00660+5.4.99.1
IPR017925	00670+1.5.1.3
IPR012259	00670+1.5.1.3
IPR004607	00670+2.1.2.2
IPR001555	00670+2.1.2.9
IPR002376	00670+2.1.2.9
IPR010097	00680+1.1.1.37
IPR023958	00680+1.1.1.37
IPR003420	00680+1.1.2.7
IPR010062	00680+1.12.98.2
IPR002255	00680+1.14.13.148
IPR004460	00680+1.2.99.2
IPR010047	00680+1.2.99.2
IPR002844	00680+1.5.98.1
IPR000023	00680+2.7.1.11
IPR012004	00680+2.7.1.11
IPR000890	00680+2.7.2.1
IPR009047	00680+2.8.4.1
IPR003178	00680+2.8.4.1
IPR009024	00680+2.8.4.1
IPR011289	00680+4.1.2.13
IPR023014	00680+4.1.2.13
IPR017553	00680+4.1.2.43
IPR014826	00680+4.2.1.147+4.1.2.43
IPR001252	00710+1.1.1.37
IPR023958	00710+1.1.1.37
IPR024087	00740+3.5.1.102
IPR005255	00750+1.1.1.262
IPR011576	00750+1.4.3.5
IPR022278	00750+2.6.1.52
IPR030168	00760+1.6.1.2
IPR026681	00760+2.7.1.173+2.7.1.22
IPR029890	00760+3.6.1.9
IPR013023	00770+1.1.1.86
IPR000506	00770+1.1.1.86
IPR013116	00770+1.1.1.86
IPR019455	00770+2.2.1.6
IPR005128	00650+4.1.1.5
IPR012802	00650+5.1.2.3+4.2.1.17+1.1.1.35
IPR006108	00650+4.2.1.17+1.1.1.35
IPR006180	00650+5.1.2.3+4.2.1.17+1.1.1.35
IPR005914	00650+6.2.1.16
IPR012846	00660+2.2.1.6
IPR019455	00660+2.2.1.6
IPR016790	00660+4.2.1.148
IPR022665	00660+4.3.1.2
IPR006395	00660+4.3.1.2
IPR009159	00670+1.5.1.3
IPR020867	00670+1.5.1.5+3.5.4.9
IPR004227	00670+2.1.2.5
IPR015518	00670+2.1.2.9
IPR020628	00670+6.3.4.3
IPR029015	00680+1.1.1.95
IPR017679	00680+1.12.98.1
IPR017681	00680+1.12.98.1
IPR004889	00680+1.12.98.2
IPR015952	00680+1.14.13.25
IPR012780	00680+1.2.99.2
IPR012048	00680+1.2.99.5
IPR017680	00680+1.8.98.1
IPR012653	00680+2.1.1.249
IPR030688	00680+2.1.1.86
IPR028342	00680+2.1.1.86
IPR001085	00680+2.1.2.1
IPR019798	00680+2.1.2.1
IPR006272	00680+2.6.1.52
IPR012003	00680+2.7.1.11
IPR009164	00680+3.1.3.11
IPR020548	00680+3.1.3.11
IPR023190	00680+3.1.3.3
IPR022805	00680+4.1.1.31
IPR029769	00680+4.1.2.13
IPR017120	00680+4.1.2.43
IPR020811	00680+4.2.1.11
IPR022370	00680+4.4.1.19
IPR006913	00680+4.4.1.22
IPR023659	00680+6.3.2.31+6.3.2.34
IPR007839	00740+3.5.4.29
IPR014313	00750+1.2.3.1
IPR019740	00750+1.4.3.5
IPR023479	00750+2.7.1.35
IPR004402	00760+2.4.2.1
IPR002828	00760+3.1.3.5
IPR030048	00760+3.1.3.5
IPR029885	00760+3.6.1.9
IPR006406	00760+6.3.4.21
IPR003710	00770+1.1.1.169
IPR014359	00770+1.1.1.86
IPR001980	00770+2.7.7.3
IPR004568	00770+2.7.8.7
IPR005252	00770+4.1.1.36+6.3.2.5
IPR024894	00770+6.3.2.1
IPR023102	00780+1.1.1.100+4.2.1.59+2.3.1.41
IPR005499	00780+6.2.1.14
IPR020605	00785+2.3.1.181
IPR003698	00785+2.8.1.8
IPR001796	00790+1.5.1.3
IPR012262	00790+1.5.1.3
IPR027510	00790+2.7.6.3
IPR000550	00790+2.7.6.3
IPR018299	00790+3.1.3.1
IPR018234	00790+3.5.4.16
IPR012043	00770+2.7.1.169
IPR004619	00770+2.7.1.33
IPR015844	00770+2.7.1.33
IPR020558	00770+4.2.1.9
IPR022834	00780+2.3.1.47
IPR010076	00780+3.1.1.85
IPR003142	00780+6.3.4.15
IPR000544	00785+2.3.1.181
IPR019491	00785+2.7.7.63
IPR006390	00790+2.5.1.15
IPR016261	00790+2.7.6.3+2.5.1.15+4.1.2.25
IPR010117	00790+2.6.1.85
IPR015527	00790+3.4.19.9
IPR017222	00790+3.5.4.16
IPR017742	00790+4.3.99.3
IPR017951	00791+3.5.1.5
IPR002019	00791+3.5.1.5
IPR029754	00791+3.5.1.5
IPR014084	00791+3.5.1.54
IPR002425	00830+1.1.1.1
IPR014313	00830+1.2.3.1
IPR013580	00860+1.3.7.7
IPR012066	00860+2.1.1.107
IPR015118	00860+2.3.1.37
IPR017846	00860+2.4.2.21
IPR023195	00860+2.4.2.21
IPR003200	00860+2.4.2.21
IPR003724	00860+2.5.1.17
IPR021744	00860+3.7.1.12
IPR010388	00860+4.99.1.3
IPR017497	00860+6.6.1.1
IPR010253	00900+1.3.1.83
IPR007269	00900+2.1.1.100
IPR005474	00900+2.2.1.7
IPR016170	00908+1.5.99.12
IPR006400	00909+4.2.1.129+5.4.99.17
IPR005974	00910+1.18.6.1
IPR016099	00910+1.7.99.1
IPR027467	00910+1.7.99.4
IPR018428	00910+4.2.1.1
IPR018438	00910+4.2.1.1
IPR018430	00910+4.2.1.1
IPR004809	00910+6.3.1.2
IPR027302	00910+6.3.1.2
IPR008146	00910+6.3.1.2
IPR010199	00920+1.8.1.2
IPR007301	00920+1.8.5.2
IPR011808	00920+1.8.99.3
IPR011806	00920+1.8.99.3
IPR005859	00920+2.5.1.47
IPR015859	00920+3.6.3.36
IPR029610	00940+1.11.1.7
IPR005957	00950+2.6.1.5
IPR016216	00965+1.14.18.1
IPR029038	00970+6.1.1.10
IPR022960	00970+6.1.1.14
IPR002315	00970+6.1.1.14
IPR004499	00970+6.1.1.15
IPR005146	00970+6.1.1.20
IPR023877	00970+6.1.1.26
IPR023878	00970+6.1.1.26
IPR002320	00970+6.1.1.3
IPR002302	00970+6.1.1.4
IPR025709	00970+6.1.1.4
IPR002301	00970+6.1.1.5
IPR023386	00970+6.1.1.6
IPR018149	00970+6.1.1.6
IPR002318	00970+6.1.1.7
IPR023033	00970+6.1.1.7
IPR014187	00980+1.1.1.1
IPR003080	00980+2.5.1.18
IPR002256	00982+1.14.13.8
IPR008066	00982+1.14.14.1
IPR014313	00982+1.2.3.1
IPR022474	00983+2.1.1.67
IPR025835	00983+2.1.1.67
IPR004467	00983+2.4.2.10
IPR029920	00983+2.7.1.48
IPR004739	00983+6.3.5.2
IPR028343	00710+3.1.3.11
IPR020878	00710+4.1.1.39
IPR006412	00710+4.1.2.13
IPR000056	00710+5.1.3.1
IPR000652	00710+5.3.1.1
IPR020672	00710+5.3.1.6
IPR003171	00720+1.5.1.20
IPR004621	00720+1.5.1.20
IPR012147	00720+2.3.1.8
IPR016475	00720+2.3.1.8
IPR017515	00720+5.1.99.1
IPR017866	00720+6.2.1.5
IPR000438	00720+6.4.1.2
IPR011762	00720+6.4.1.2
IPR001095	00720+6.4.1.2
IPR005474	00730+2.2.1.7
IPR006283	00730+2.7.4.16
IPR012731	00730+2.7.7.73
IPR026490	00730+3.6.1.15
IPR008751	00730+3.6.1.15
IPR002620	00730+3.6.1.15
IPR021824	00730+3.6.1.15
IPR001157	00730+3.6.1.15
IPR002522	00730+3.6.1.15
IPR014412	00730+3.6.1.15
IPR022245	00730+3.6.1.15
IPR020048	00740+1.5.1.38
IPR023468	00740+2.7.1.26
IPR014390	00740+3.1.3.2
IPR006337	00030+4.3.1.29
IPR023096	00030+5.3.1.9
IPR019490	00030+5.3.1.9
IPR011857	00030+5.3.1.9
IPR024052	00030+5.4.2.7
IPR005929	00040+2.7.1.16
IPR023499	00040+5.1.3.4
IPR028614	00051+1.1.1.271
IPR001312	00051+2.7.1.1
IPR003094	00051+2.7.1.105+3.1.3.46
IPR012003	00051+2.7.1.11
IPR011638	00051+2.7.1.69
IPR018455	00051+2.7.1.69
IPR001538	00051+2.7.7.13
IPR023079	00051+3.1.3.11
IPR012815	00051+3.1.3.70
IPR012813	00051+3.1.3.70
IPR013447	00051+4.1.2.19
IPR015888	00051+5.3.1.25
IPR001998	00051+5.3.1.5
IPR014628	00051+5.3.1.8
